duration_sec,affiliation,student,age_group,gender,device_type,ai_familiarity,ai_use_time,detect_easy,ai_literacy,ai_course,social_media_time,score_total,avg_resp_time,avg_conf,attn_check1,attn_conf1,attn_check2,attn_conf2,attn_both,tp_count,tn_count,fp_count,fn_count,tp_rate,tn_rate,ai_img_seen,real_img_seen,ai_classes,device_other,img_count,q1_conf,q2_conf,q3_conf,q4_conf,q5_conf,q6_conf,q7_conf,q8_conf,q9_conf,q10_conf,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
23432,Faculty/Staff,No,,Woman,Laptop,Somewhat familiar,<1 hr/week,20,46,No,<30 min/day,4,14.5437,5.5999999,Yes,9,No,6,No,3,1,2,4,.42857143,.33333334,7,3,,,11,6,5,8,5,5,4,7,6,5,5,TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)"
411,Faculty/Staff,No,55-64,Woman,Mobile phone,Somewhat familiar,<1 hr/week,53,29,No,30 min-1 hr/day,4,18.8403,6.0999999,Yes,9,Yes,8,Yes,2,2,3,3,.40000001,.40000001,5,5,,,10,5,5,5,6,7,6,7,7,7,6,TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),"FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)"
504,Faculty/Staff,No,45-54,Woman,Mobile phone,Slightly familiar,<1 hr/week,20,72,No,1-2 hrs/day,5,29.499599,6.9000001,Yes,10,Yes,10,Yes,2,3,2,3,.40000001,.60000002,5,5,,,10,7,6,5,9,9,4,3,9,8,9,FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)"
513,Faculty/Staff,No,35-44,Woman,Mobile phone,Somewhat familiar,<1 hr/week,49,37,No,30 min-1 hr/day,7,29.453501,6.6999998,Yes,10,Yes,10,Yes,4,3,2,1,.80000001,.60000002,5,5,,,10,5,8,6,6,6,7,8,9,5,7,TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)"
585,Faculty/Staff,No,25-34,Woman,Mobile phone,Somewhat familiar,1-3 hrs/week,31,24,No,30 min-1 hr/day,7,25.7612,6,Yes,8,Yes,5,Yes,5,2,1,2,.71428573,.66666669,7,3,,,10,4,6,7,9,6,6,3,4,8,7,FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit)
505,Faculty/Staff,No,45-54,Woman,Mobile phone,Somewhat familiar,<1 hr/week,0,17,No,30 min-1 hr/day,6,32.965698,6.1999998,Yes,10,Yes,10,Yes,4,2,1,3,.5714286,.66666669,7,3,,,10,4,5,5,9,10,6,4,4,8,7,"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
427,Faculty/Staff,No,25-34,Man,Laptop,Somewhat familiar,<1 hr/week,74,73,No,>6 hrs/day,8,22.5354,8.1000004,Yes,10,Yes,10,Yes,2,6,2,0,1,.75,2,8,,,10,9,8,10,10,9,7,8,7,8,5,TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject)
303,Faculty/Staff,No,45-54,Woman,Mobile phone,Slightly familiar,<1 hr/week,0,0,No,<30 min/day,6,15.2827,4.9000001,Yes,8,Yes,8,Yes,3,3,2,2,.60000002,.60000002,5,5,,,12,6,7,5,5,3,5,4,5,4,5,FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit)
526,Faculty/Staff,No,55-64,Man,Mobile phone,Extremely familiar,<1 hr/week,10,25,No,30 min-1 hr/day,7,36.055801,5.5,Yes,10,Yes,10,Yes,4,3,3,0,1,.5,4,6,,,10,5,10,5,5,5,5,5,5,5,5,TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm)
450,Faculty/Staff,No,45-54,Man,Other,Very familiar,<1 hr/week,55,53,No,30 min-1 hr/day,8,27.601801,6.5999999,Yes,5,Yes,8,Yes,4,4,1,1,.80000001,.80000001,5,5,,Tablet,10,5,8,5,8,6,8,7,8,8,3,TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit)
329,Faculty/Staff,No,35-44,Prefer not to say,Laptop,Somewhat familiar,1-3 hrs/week,25,25,No,1-2 hrs/day,7,14.5837,4.3000002,Yes,4,Yes,4,Yes,3,4,2,1,.75,.66666669,4,6,,,10,6,4,4,4,4,5,4,4,5,3,TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)"
534,Faculty/Staff,No,35-44,Man,Mobile phone,Somewhat familiar,4-6 hrs/week,72,60,No,<30 min/day,6,26.199499,6.9000001,Yes,8,Yes,7,Yes,5,1,0,4,.55555558,1,9,1,,,10,6,6,6,7,7,7,8,7,7,8,"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit)
1259,Faculty/Staff,No,55-64,Man,Laptop,Extremely familiar,<1 hr/week,32,79,No,<30 min/day,7,72.8069,6.4000001,Yes,7,Yes,10,Yes,3,4,2,1,.75,.66666669,4,6,,,10,10,4,5,5,9,9,8,3,4,7,TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject)
217,Faculty/Staff,No,25-34,Prefer not to say,Mobile phone,Very familiar,No AI use,0,,No,1-2 hrs/day,6,10.2205,4.6999998,Yes,4,Yes,4,Yes,3,3,2,2,.60000002,.60000002,5,5,,,10,6,6,9,4,4,3,3,4,4,4,"FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit)
609,Faculty/Staff,No,35-44,Woman,Mobile phone,Somewhat familiar,<1 hr/week,48,48,No,<30 min/day,8,35.177898,6.1999998,Yes,10,Yes,8,Yes,4,4,1,1,.80000001,.80000001,5,5,,,10,7,6,6,7,5,6,6,7,6,6,FP - called real photo AI-generated (false alarm),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
542,Faculty/Staff,No,55-64,Woman,Mobile phone,Not familiar at all,No AI use,50,0,No,<30 min/day,2,29.7043,5.5,Yes,9,Yes,7,Yes,0,2,7,1,0,.22222222,1,9,,,10,4,6,8,5,6,7,7,3,5,4,FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm)
723,Faculty/Staff,No,35-44,Woman,Mobile phone,Slightly familiar,1-3 hrs/week,28,29,No,<30 min/day,4,23.010799,5,Yes,5,Yes,7,Yes,2,2,2,4,.33333334,.5,6,4,,,10,4,5,5,5,4,6,6,5,5,5,"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit)
518,Faculty/Staff,No,25-34,Woman,Mobile phone,Somewhat familiar,No AI use,20,51,No,1-2 hrs/day,9,30.1166,4.9000001,Yes,5,Yes,6,Yes,8,1,1,0,1,.5,8,2,,,10,3,9,10,4,8,3,3,4,2,3,TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit)
318,Faculty/Staff,No,25-34,Woman,Mobile phone,Somewhat familiar,<1 hr/week,21,11,No,<30 min/day,8,18.221701,3.7,Yes,7,Yes,10,Yes,3,5,1,1,.75,.83333331,4,6,,,10,3,3,5,3,3,5,4,3,3,5,TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)"
375,Faculty/Staff,No,35-44,Woman,Mobile phone,Slightly familiar,No AI use,47,49,No,2-4 hrs/day,7,18.511999,4.9000001,Yes,5,No,5,No,3,4,3,0,1,.5714286,3,7,,,11,5,5,5,5,5,5,5,4,5,5,TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
240,Class of 2029 (First-years),Yes,,Man,Laptop,Somewhat familiar,1-3 hrs/week,28,56,No,1-2 hrs/day,6,9.5481005,5.0999999,Yes,8,Yes,8,Yes,2,4,3,1,.66666669,.5714286,3,7,,,10,7,7,3,7,7,2,6,3,6,3,FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
245,Class of 2029 (First-years),Yes,,Woman,Mobile phone,Somewhat familiar,<1 hr/week,44,53,No,2-4 hrs/day,4,12.063,3.9000001,No,3,Yes,9,No,3,1,1,5,.375,.5,8,2,,,11,3,4,1,4,1,3,3,8,5,7,FP - called real photo AI-generated (false alarm),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)"
