duration_sec,affiliation,student,age_group,gender,device_type,ai_familiarity,ai_use_time,detect_easy,ai_literacy,ai_course,social_media_time,score_total,avg_resp_time,avg_conf,attn_check1,attn_conf1,attn_check2,attn_conf2,attn_both,tp_count,tn_count,fp_count,fn_count,tp_rate,tn_rate,ai_img_seen,real_img_seen,ai_classes,device_other,img_count,q1_conf,q2_conf,q3_conf,q4_conf,q5_conf,q6_conf,q7_conf,q8_conf,q9_conf,q10_conf,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
421,Class of 2029 (First-years),Yes,,Woman,Laptop,Somewhat familiar,1-3 hrs/week,46,47,No,30 min-1 hr/day,5,23.5275,6.4000001,Yes,10,Yes,10,Yes,3,2,4,1,.75,.33333334,4,6,,,10,7,8,7,8,5,6,5,6,6,6,FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)"
248,Class of 2026 (Seniors),Yes,,Man,Laptop,Somewhat familiar,1-3 hrs/week,16,65,No,30 min-1 hr/day,6,10.8361,6.9000001,Yes,7,Yes,10,Yes,2,4,0,4,.33333334,1,6,4,,,10,7,9,6,5,3,10,8,7,4,10,TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)"
2150,Class of 2026 (Seniors),Yes,,Woman,Laptop,Somewhat familiar,<1 hr/week,51,23,No,30 min-1 hr/day,4,15.1754,5.8000002,Yes,7,Yes,5,Yes,3,1,3,3,.5,.25,6,4,,,12,6,5,8,5,5,4,5,8,6,6,"FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)"
391,Class of 2026 (Seniors),Yes,,Man,Laptop,Somewhat familiar,4-6 hrs/week,43,29,No,No social media,9,14.4193,6.4000001,Yes,10,Yes,10,Yes,6,3,0,1,.85714287,1,7,3,,,10,5,5,2,6,7,7,7,7,10,8,TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit)
520,Class of 2026 (Seniors),Yes,,Woman,Laptop,Somewhat familiar,4-6 hrs/week,25,33,No,<30 min/day,7,23.6161,5.8000002,Yes,4,Yes,7,Yes,2,5,1,2,.5,.83333331,4,6,,,10,4,10,6,1,6,7,6,8,5,5,FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject)
422,Class of 2027 (Juniors),Yes,,Man,Mobile phone,Somewhat familiar,<1 hr/week,68,60,No,30 min-1 hr/day,7,25.089399,6.8000002,Yes,8,Yes,10,Yes,3,4,0,3,.5,1,6,4,,,10,7,10,9,10,4,6,3,5,6,8,"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject)
313,Class of 2029 (First-years),Yes,,Man,Mobile phone,Somewhat familiar,No AI use,7,67,No,2-4 hrs/day,10,13.9765,5.1999998,Yes,5,Yes,5,Yes,7,3,0,0,1,1,7,3,,,15,3,4,6,6,5,7,4,6,6,5,TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit)
399,Class of 2028 (Sophomores),Yes,,Woman,Laptop,Slightly familiar,<1 hr/week,40,22,No,30 min-1 hr/day,6,26.7668,3.5999999,Yes,10,Yes,10,Yes,5,1,3,1,.83333331,.25,6,4,,,10,1,4,9,4,5,2,2,1,3,5,FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm)
449,Class of 2028 (Sophomores),Yes,,Woman,Laptop,Somewhat familiar,<1 hr/week,13,7,No,2-4 hrs/day,8,27.5007,6.3000002,Yes,2,Yes,10,Yes,3,5,2,0,1,.71428573,3,7,,,15,5,6,6,6,7,8,4,10,5,6,FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject)
343,Class of 2027 (Juniors),Yes,,Woman,Mobile phone,Somewhat familiar,No AI use,49,67,No,2-4 hrs/day,7,20.787901,5.1999998,No,3,Yes,4,No,3,4,3,0,1,.5714286,3,7,,,10,5,8,4,10,8,4,3,2,5,3,TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject)
568,Class of 2029 (First-years),Yes,,Woman,Mobile phone,Somewhat familiar,1-3 hrs/week,61,53,No,>6 hrs/day,6,33.135502,4.9000001,Yes,8,Yes,8,Yes,3,3,2,2,.60000002,.60000002,5,5,,,10,5,3,7,3,4,3,5,6,7,6,TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)"
750,Class of 2026 (Seniors),Yes,,Woman,Laptop,Somewhat familiar,<1 hr/week,8,0,No,<30 min/day,8,43.830898,7.1999998,Yes,10,No,5,No,4,4,1,1,.80000001,.80000001,5,5,,,10,9,8,4,3,10,2,10,7,10,9,TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject)
3235,Class of 2029 (First-years),Yes,,Woman,Laptop,Somewhat familiar,<1 hr/week,50,58,No,2-4 hrs/day,7,290.52951,5.5999999,Yes,10,Yes,9,Yes,5,2,2,1,.83333331,.5,6,4,,,30,5,6,7,9,9,9,3,4,1,3,TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm)
441,Class of 2029 (First-years),Yes,,Non-binary / Third gender,Laptop,Somewhat familiar,No AI use,33,47,No,30 min-1 hr/day,4,26.016199,5.5999999,Yes,9,Yes,9,Yes,2,2,3,3,.40000001,.40000001,5,5,,,11,6,8,5,3,5,8,4,4,9,4,TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm)
472,Class of 2027 (Juniors),Yes,,Woman,Laptop,Somewhat familiar,<1 hr/week,21,40,No,30 min-1 hr/day,8,26.7418,3.2,Yes,4,Yes,6,Yes,3,5,0,2,.60000002,1,5,5,,,10,3,2,4,3,3,3,3,3,4,4,"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
583,Class of 2028 (Sophomores),Yes,,Man,Laptop,Somewhat familiar,1-3 hrs/week,57,62,No,30 min-1 hr/day,8,27.8601,6.5,No,7,Yes,3,No,6,2,1,1,.85714287,.66666669,7,3,,,19,4,3,8,10,7,7,6,4,8,8,TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit)
266,Class of 2026 (Seniors),Yes,,Woman,Laptop,Extremely familiar,<1 hr/week,47,47,No,>6 hrs/day,6,14.4865,7.4000001,Yes,10,Yes,10,Yes,1,5,4,0,1,.55555558,1,9,,,10,8,6,8,8,10,6,9,9,6,4,FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject)
650,Class of 2026 (Seniors),Yes,,Man,Laptop,Extremely familiar,1-3 hrs/week,30,78,No,2-4 hrs/day,7,40.6483,7.5999999,Yes,10,Yes,10,Yes,5,2,1,2,.71428573,.66666669,7,3,,,10,9,10,6,9,10,6,7,4,10,5,TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
454,Class of 2029 (First-years),Yes,,Woman,Laptop,Somewhat familiar,No AI use,72,56,No,1-2 hrs/day,9,31.905199,7.6999998,Yes,10,Yes,10,Yes,3,6,1,0,1,.85714287,3,7,,,15,10,10,8,10,6,6,9,7,8,3,TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
307,Class of 2028 (Sophomores),Yes,,Woman,Laptop,Somewhat familiar,<1 hr/week,47,,No,1-2 hrs/day,7,15.7859,7,Yes,10,Yes,10,Yes,3,4,1,2,.60000002,.80000001,5,5,,,10,3,7,5,8,10,6,8,6,7,10,TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit)
334,Class of 2027 (Juniors),Yes,,Man,Mobile phone,Very familiar,<1 hr/week,18,67,,<30 min/day,7,13.6584,6.4000001,Yes,10,Yes,10,Yes,3,4,2,1,.75,.66666669,4,6,,,10,8,8,5,4,3,8,4,7,8,9,TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit)
230,Class of 2026 (Seniors),Yes,,Woman,Laptop,Somewhat familiar,No AI use,63,27,No,30 min-1 hr/day,9,13.1441,7.0999999,Yes,10,Yes,10,Yes,7,2,1,0,1,.66666669,7,3,,,10,6,6,10,4,3,9,10,7,10,6,TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
314,Class of 2029 (First-years),Yes,,Woman,Laptop,Slightly familiar,<1 hr/week,66,50,Yes,No social media,4,18.618601,5.4000001,Yes,8,Yes,9,Yes,2,2,5,1,.66666669,.2857143,3,7,Writing with and about Generative AI (ENGL 1021),,10,5,5,5,8,6,5,7,4,4,5,FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit)
410,Class of 2029 (First-years),Yes,,Man,Laptop,Very familiar,<1 hr/week,71,71,No,<30 min/day,7,23.2274,6.6999998,Yes,10,No,8,No,4,3,1,2,.66666669,.75,6,4,,,10,8,7,7,8,8,6,5,5,6,7,TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject)
491,Class of 2026 (Seniors),Yes,,Woman,Laptop,Somewhat familiar,<1 hr/week,0,27,No,>6 hrs/day,7,36.826698,2.5,Yes,10,Yes,10,Yes,5,2,2,1,.83333331,.5,6,4,,,10,2,2,7,1,3,0,1,1,3,5,TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
652,Class of 2027 (Juniors),Yes,,Woman,Laptop,Somewhat familiar,1-3 hrs/week,63,23,No,30 min-1 hr/day,8,8.6308002,8.1000004,No,4,No,5,No,3,5,2,0,1,.71428573,3,7,,,10,9,10,8,9,10,9,8,3,8,7,FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject)
477,Class of 2026 (Seniors),Yes,,Man,Laptop,Somewhat familiar,<1 hr/week,15,37,No,2-4 hrs/day,7,34.862999,5.5999999,Yes,10,Yes,10,Yes,4,3,2,1,.80000001,.60000002,5,5,,,10,5,6,8,5,3,3,3,8,6,9,TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit)
226,Class of 2027 (Juniors),Yes,,Man,Mobile phone,Very familiar,1-3 hrs/week,75,77,Yes,1-2 hrs/day,4,10.638,7.6999998,Yes,6,Yes,10,Yes,2,2,2,4,.33333334,.5,6,4,Digital Economics and Artificial Intelligence (DCS 3750 / ECON 3550),,10,10,5,7,5,8,8,8,8,9,9,FP - called real photo AI-generated (false alarm),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject)
448,Class of 2028 (Sophomores),Yes,,Man,Laptop,Somewhat familiar,No AI use,60,17,No,1-2 hrs/day,7,23.8545,5.8000002,Yes,8,Yes,9,Yes,4,3,0,3,.5714286,1,7,3,,,10,5,7,5,6,9,3,4,8,4,7,"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit)
445,Class of 2029 (First-years),Yes,,Woman,Laptop,Somewhat familiar,<1 hr/week,49,49,No,30 min-1 hr/day,6,22.508699,4.9000001,Yes,10,Yes,10,Yes,2,4,2,2,.5,.66666669,4,6,,,10,8,8,5,0,3,7,8,6,2,2,TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm)
425,Class of 2029 (First-years),Yes,,Man,Mobile phone,Very familiar,<1 hr/week,25,27,No,<30 min/day,7,24.493999,4.5,Yes,4,Yes,6,Yes,4,3,2,1,.80000001,.60000002,5,5,,,11,3,7,7,4,4,1,8,2,4,5,TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject)
608,Class of 2029 (First-years),Yes,,Man,Laptop,Very familiar,No AI use,29,54,No,1-2 hrs/day,5,36.4356,5.6999998,Yes,10,Yes,10,Yes,2,3,5,0,1,.375,2,8,,,11,7,4,7,3,3,8,5,8,8,4,FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject)
689,Class of 2029 (First-years),Yes,,Woman,Mobile phone,Somewhat familiar,No AI use,8,39,Yes,1-2 hrs/day,7,47.751598,5,Yes,4,Yes,7,Yes,3,4,1,2,.60000002,.80000001,5,5,Writing with and about Generative AI (ENGL 1021),,13,7,6,5,5,6,3,3,5,6,4,TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)"
769,Class of 2027 (Juniors),Yes,,Woman,Mobile phone,Somewhat familiar,<1 hr/week,65,28,No,<30 min/day,8,59.1768,7.5999999,Yes,10,Yes,10,Yes,6,2,2,0,1,.5,6,4,,,10,6,9,5,9,4,8,9,10,10,6,TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit)
328,Class of 2028 (Sophomores),Yes,,Woman,Laptop,Somewhat familiar,<1 hr/week,27,45,No,30 min-1 hr/day,6,18.301201,6.9000001,Yes,10,Yes,10,Yes,5,1,2,2,.71428573,.33333334,7,3,,,10,2,6,5,10,8,10,8,7,8,5,"FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
415,Class of 2027 (Juniors),Yes,,Man,Mobile phone,Somewhat familiar,No AI use,52,49,No,2-4 hrs/day,8,26.807199,5,Yes,10,Yes,10,Yes,3,5,2,0,1,.71428573,3,7,,,10,4,8,5,4,4,7,4,3,4,7,TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
391,Class of 2026 (Seniors),Yes,,Man,Laptop,Somewhat familiar,<1 hr/week,34,58,No,>6 hrs/day,8,21.505301,5.4000001,Yes,7,Yes,10,Yes,4,4,1,1,.80000001,.80000001,5,5,,,10,8,9,6,5,3,4,6,4,5,4,"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
964,Class of 2026 (Seniors),Yes,,Woman,Laptop,Somewhat familiar,<1 hr/week,75,53,Yes,1-2 hrs/day,7,7.1508002,7.8000002,Yes,8,Yes,9,Yes,6,1,0,3,.66666669,1,9,1,"Ethics in the Age of Artificial Intelligence (DCS 2475),Politics of the Future (GOV 3550)",,10,10,10,6,9,10,10,7,3,7,6,TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),"FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit)
2465,Class of 2027 (Juniors),Yes,,Man,Laptop,Very familiar,<1 hr/week,25,70,Yes,30 min-1 hr/day,3,187.4519,9,Yes,10,Yes,10,Yes,3,0,7,0,1,0,3,7,AI in the World (DCS 2470),,10,10,7,10,10,6,10,7,10,10,10,FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit)
379,Class of 2029 (First-years),Yes,,Man,Laptop,Somewhat familiar,1-3 hrs/week,73,51,No,2-4 hrs/day,6,21.2279,7.5999999,No,5,Yes,10,No,3,3,2,2,.60000002,.60000002,5,5,,,12,5,6,10,6,8,10,10,8,8,5,FP - called real photo AI-generated (false alarm),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
256,Class of 2029 (First-years),Yes,,Man,Laptop,Somewhat familiar,No AI use,18,41,No,1-2 hrs/day,5,15.0178,5.8000002,No,5,Yes,9,No,3,2,4,1,.75,.33333334,4,6,,,10,6,5,5,5,6,8,5,6,6,6,TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject)
724,Class of 2028 (Sophomores),Yes,,Non-binary / Third gender,Laptop,Somewhat familiar,No AI use,80,90,No,2-4 hrs/day,8,52.976299,8.3999996,Yes,10,Yes,10,Yes,4,4,1,1,.80000001,.80000001,5,5,,,16,10,8,5,10,10,9,9,8,8,7,TP - correctly identified AI image (hit),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject)
161,Class of 2026 (Seniors),Yes,,Woman,Laptop,Somewhat familiar,No AI use,29,32,No,2-4 hrs/day,7,6.6262999,4.8000002,Yes,10,Yes,10,Yes,6,1,2,1,.85714287,.33333334,7,3,,,10,8,2,4,6,6,4,4,8,1,5,TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit)
160,Class of 2026 (Seniors),Yes,,Man,Laptop,Somewhat familiar,No AI use,,,No,1-2 hrs/day,4,6.5345998,6.5999999,Yes,7,Yes,9,Yes,2,2,3,3,.40000001,.40000001,5,5,,,10,5,8,5,8,5,6,7,7,7,8,FP - called real photo AI-generated (false alarm),"FN - missed AI image, called it real (miss)","FN - missed AI image, called it real (miss)",FP - called real photo AI-generated (false alarm),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TP - correctly identified AI image (hit),"FN - missed AI image, called it real (miss)",TP - correctly identified AI image (hit)
478,Class of 2026 (Seniors),Yes,,Man,Laptop,Somewhat familiar,1-3 hrs/week,0,50,No,30 min-1 hr/day,7,29.2101,3.8,Yes,7,Yes,8,Yes,0,7,3,0,,.69999999,0,10,,,10,5,3,6,4,3,3,4,4,4,2,TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm),TN - correctly identified real photo (correct reject),FP - called real photo AI-generated (false alarm)
